Run-time: 165.6863660812378 seconds
Total allocated memory size: 314.8 KiB
Algorithm: GA-GRAANK (v2.0)
Search Space: Numeric
No. of (dataset) attributes: 98
No. of (dataset) tuples: 3942
Population size: 20
PC: 0.382
Gamma: 0.547
Mu: 0.741
Sigma: 0.654
Number of iterations: 20
Number of cost evaluations: 320
Candidates: [418447913608653204710450736276701184, 1025771484646824002051122207467241472, 184479136086532044104407362767011844, 257711446666220020511222274672414722, 616577003307556121541466171920875520, 1290948701965560092162917080332500992, 665770033377561111414661719208855200, 1329227995784915872903807060280344575, 593434725920180585352816324083974144, 488936584228621597345910682957119488, 934337255901800853522813220839944444, 488935882226215973455106889551194888, 693222091589965788023851195345928192, 716543699631959173633328042794287104, 932222915599657780228511953345288122, 115443999319591736333280447942281044, 383318542068369023880293896878555136, 385377175964636448177027483265138688, 833118422683660228800293968775551166, 353771755666664481777274833655388688, 344327095966276138542418654174117888, 510500637722086095232702486633512960, 443220095662766385444186541141178888, 105006377220860995237704886635119660, 580251006210567565296745609349300224, 58313357323484190970231200675790848, 800550062105677552296456093449002244, 88133573334841909700311206655700488, 1041678600941358251062690706307940352, 1088196041144216705143370850758557696, 416686000411382510626607066079440522, 881960411144167055433708507785557996, 475886957818685103955603146722508800, 463697109024897726853082614004187136, 758869578116851033555033467222508000, 666697090228977226533826640041887366, 830188429511332279834765444320854016, 815012582569267696865262592883425280, 331888299111332298334655444228540166, 155125822699677996652625928834222800, 845888105589484517341605959674363904, 893771536105774667486087829612658688, 448881055884844117416009596643339044, 993715366057774677860878296116588888, 427888808829254038841041765726683136, 458214706441072586502285587170459648, 227888088299540088410447655266883366, 558147706441725865522885887704499488, 961229274636930468228210362920468480, 1227363557089748046449927137131495424, 612292276666300682222103622200664800, 1273665570897480444499271131114954444, 1124541936082411743964541256952971264, 914168887019413268543439788799164416, 1245419366082117749944412269529772644, 111688870194132685533399787791144116, 694043255329182537502530646350757888, 1151807743930743936194128041557884928, 940432553391185335022300463507578888, 1329227995784915872903807060280344575, 314356593755453498457156547480911872, 648737074782464827683529887334793216, 143565937554533984571165477489118822, 688770747784664277833298873347933266, 108011294082069296758679072137019392, 306574636871415135335758416299687936, 80012994880099297586770721337113322, 66776336711411353357588466996879966, 1095700365648947744529927529012658176, 1135327167118894746426182429868818432, 57003666489977444299275290126688176, 1329227995784915872903807060280344575, 792117435791659521475793085379117056, 799774516734970132414569851683602432, 921174357911699224777790055791170566, 997774567749701322445698516636022332, 1312068152065286338913863236858150912, 875825690315405883483354828210438144, 1110661520052863388133632338888159922, 858256993154458884833348288200381444, 710643572980596643112998162084659200, 765237548189430501606705558666084352, 700445529885966641129981620844552000, 652375481194305016607055588660844522, 526319649767667018040753415279083520, 582467130653992109327639771212677120, 266119497776677180407533152290833200, 884671336539921093377397772126771200, 399047738037435765072586900091437056, 1222824828641923513578740982195683328, 990477330377357765725589000991370556, 1228248286411233135588409921956833228, 422561174667710623309310942299291648, 367682650204755467892550898594873344, 222561746677106633093109422299916488, 676822502047554678925500885948733444, 245429284480502511066210545042456576, 223932365475473003981291060346224640, 454492284885005110662110550424565766, 229923664754730039912910603462244400, 499879173245217926866011689997828096, 123657651707916521123568880139108352, 498771132452179968666116899978220966, 233556511777165221135688800339183522, 523071046103181988290638084820697088, 559300264045620120621112627382190080, 530771061031819888906380048206970888, 599002640046621226211126273321190800, 811819346772643089234512124131147776, 646954024004114679773061983141625856, 818893467726443899235511241311477766, 469544024041146799730019831411228566, 829998158082418943939329107226001408, 605788732859789257205819352044011520, 829981158884419433339221177260011088, 55888728597892572208193522040115500, 387054085102651284378689493398454272, 489321755425171568540972108159647744, 877540881022612843786894993984444772, 883211754455711665400921181596677744, 578835904895797277198568612736008192, 359062526715284565205436488010956800, 788359044857972771995686127360081922, 390025567152845555254334880009558800, 1025500782930244215383523569994563584, 490425049030793109448988912921870336, 55000822302442153833233599945663844, 904250490300931094488989919228703366, 1008621987102469476536284966941622272, 913931256751564082338982672619012096, 88219881024699776362244669416222722, 919311567515644823388826726190120966, 653179765486633029593572404019331072, 667467061888428408257460210474418176, 531797655866630225995524440199310072, 674660061888284082554400104444181766, 590750695944917621623943700821311488, 631171378491812703289464269083508736, 997706995449177216633943708213114888, 311713774918817032299442669833087366, 569395797494158179579238586161037312, 1102220684859298815577431925332115456, 693957794941188179572385866660373312, 1022206844892998115777419953331154566, 813212994618627313836609419396251648, 800227064747462811624341388740526080, 813119944186677113366699193992216488, 2270644474622116243443387405260800, 1053150970608126003727008051308265472, 777672490070883124798766249293119488, 531559706088260037220080013088665422, 777724900008881227987662492931119888, 871372913087465855973257106052612096, 870547795955205949401411295836635136, 773729930077458559773571100026110966, 700477959552059944004111958366355336, 617733681165025556468479349711962112, 756393697783292160634887967449546752, 177336811655255564684799499719922122, 566933977882922606648879677499567522, 814226488116619627776455509391966208, 854367709004117258866468968999157760, 112226881166616227764555093311662288, 553677090041172558664669669999577700, 981909628046698251577307541926838272, 879454580098679918392497319415119872, 889996288466692215573075441268382222, 799555500988679188324973194111198722, 770550467544756266528218115353870336, 969109174150502770725523084256739328, 705504675547562665288181113338703366, 691091141505027707255230842567393228, 727974359805939459481621076243382272, 729922706411083863383644456488009728, 229944398059394554816210762433822722, 799927066110033633836444564888007288, 950632976061327088919099641994149888, 667502954718873700772212461669449728, 506339960663220889990996611991498888, 665009547188737007722124416694499288, 207511252946791741520224978271731712, 217599726032181134730810246863781888, 75112522467997415502229988717317712, 177997260322881347338802266637818888, 441040370054316682149518368537837568, 344586062681757788132190286407270400, 410403770553116621445183685377875688, 445860626887777888122990864072704000, 1023834811422114564222971411313983488, 1088055775710456865276557137085988864, 228848114221145642229714113139883888, 880055757704568652775571377859888844, 355578130318457654864676773146132480, 358341868712056771133068637464690688, 555781103114476548846777733466324480, 583418887722567711333086337464906888, 518817491939823384916249588541685760, 104719333013311026179842834176147456, 118114919398233849116499885411657600, 7793330133310261198422341771474466, 770123144221383425478654450506661888, 752153096160956756284215846315753472, 701231444213834255788644400066618888, 552530061600967766282155463355553722, 429750456735418758908579444466647040, 933163223643478328383576561126735872, 229504567355117559088594444666470400, 331633236434783283833776661267758822, 953599809775721002784731479129718784, 723048475906129395713148667528478720, 535998809755210022847714471227187844, 233484755061223397131486677284777200, 991080061361363732586840371316654080, 942458368001339406528990098394972160, 911080613311333335868443713166540000, 424583388003394005589900993349921600, 513657444567114474570272789825060864, 1002268387393922924049215987929579520, 116677445671144444770727898220608864, 1022683873999222240099159987995779200, 407585701655935046962813811086589952, 378040731080139423318894843858518016, 75557016559335049622138810085899922, 778447310080394433118998448885188166, 1032969886225275021900117476550639616, 1125184435979256207629047438977794048, 1329227995784915872903807060280344575, 1251884359799556077290074489777740448, 557499668795243032258215339301535744, 536259573045498749939293459882967040, 574996688995430332552153333015557744, 566595533454488499392994558829677400, 1175921132132259292602417266663882752, 1309461813653572281635080287574556672, 1329227995784915872903807060280344575, 1094618836535522886350082875744566622, 278913312385546733744332747818663936, 276580353225785469233992323395747840, 788133123855447733743327448186639336, 765803532257854699239923233957747400, 422147179086841962856351829105573888, 376529153098893060174958201424314368, 222177790068849968563551299155738888, 765299530998933601749958014444344688, 901283700454231858088203065218826240, 959381518345160314748587540492582912, 2837000544331588882030052118222400, 553885183451103144485875444922589922, 896811493781560403754849920239009792, 1141899329320264608753131125513125888, 998811437815504037544499202290099922, 1329227995784915872903807060280344575, 1204429630952624722949310489731006464, 1204251070239099913683530702531854336, 1329227995784915872903807060280344575, 1329227995784915872903807060280344575, 565968832237098103174496018820497408, 489337396611304818728538759841710080, 659688322370981103774996088220494488, 899333966113008187785387559417700800, 861276946535908012872360113624580096, 879944773160777647795341442957705216, 612779465359900028823601136245800966, 779944731600776447953444429577055166, 1117388516422508883119874847228821504, 1131929624765772585255275758966800384, 1173885164225088833199778477228221044, 1319996227655725855552257589668800844, 741778835423295689864293451837734912, 627481293620411165981834956960169984, 447788354222996698842993411837749112, 674882996600111665818849559660699884, 634934060443543529769191029168144384, 1127846240893663630446488878153990144, 649330600435435297691111291661143344, 1278466200836636300464488771159901444, 705645921114464190964242391517626368, 896769260286705114485991928951209984, 756459921144644909664442311576623388, 966692602866051114859911229512099884, 518819300686188746233400336895180800, 520766178783182691428556658572263424, 518113006661887462334000368991808000, 200661787881126991288566585522634244, 560003274437181857261632345211928576, 480275415830303867044470635819433984, 600033774371818577216623452211985766, 802774158330038670444706658894339984, 878608564195856680432835217147822080, 876078616080319849565742959446458368, 788605544198856804328352177477222800, 860786160803198895657429559444488388, 675602372425229980595903455727452160, 1022972438848236309447057083373453312, 675623722455229805999034555774422660, 29924388882336394470570033333553112, 692112412865776877194882158264582144, 700698010381530806469890192223240192, 921114428657766771944821182645821444, 6980103385338006699901122233400192, 303371747577061440713242681660145664, 111214183376422991381194806776561664, 33717445770614407132426886601456644, 112114833364229911881148007765616664, 430079927970883024566132642479603712, 125413737640449178412192428734808064, 330799979978830045561326644796037722, 224137376400441784121924287348080644, 1177117024585189177446354373136351232, 513025279375008180767157976328830976, 1329227995784915872903807060280344575, 533052293350081107671579773288309776, 1061460294838763558880715952741154816, 1096694027365767670648448962787278848, 14602248838633558887155522411558166, 996690273357677676484489967877778448, 85040598347581056526054010927448064, 384321051608394403181215373332578304, 50405598475810555560540100974480664, 344220016688994431112215733335588344]
Minimum support: 0.5
Number of cores: 14
Number of patterns: 4
Number of invalid patterns: 261

0. nr
1. i1_legid
2. i1_rcs_p
3. i1_rcs_e
4. i1_dep_1_p
5. i1_dep_1_e
6. i1_dep_1_place
7. i1_rcf_1_p
8. i1_rcf_1_e
9. i1_rcf_1_place
10. i1_dep_2_p
11. i1_dep_2_e
12. i1_dep_2_place
13. i1_rcf_2_p
14. i1_rcf_2_e
15. i1_rcf_2_place
16. i1_dep_3_p
17. i1_dep_3_e
18. i1_dep_3_place
19. i1_rcf_3_p
20. i1_rcf_3_e
21. i1_rcf_3_place
22. i1_dlv_p
23. i1_dlv_e
24. i1_hops
25. i2_legid
26. i2_rcs_p
27. i2_rcs_e
28. i2_dep_1_p
29. i2_dep_1_e
30. i2_dep_1_place
31. i2_rcf_1_p
32. i2_rcf_1_e
33. i2_rcf_1_place
34. i2_dep_2_p
35. i2_dep_2_e
36. i2_dep_2_place
37. i2_rcf_2_p
38. i2_rcf_2_e
39. i2_rcf_2_place
40. i2_dep_3_p
41. i2_dep_3_e
42. i2_dep_3_place
43. i2_rcf_3_p
44. i2_rcf_3_e
45. i2_rcf_3_place
46. i2_dlv_p
47. i2_dlv_e
48. i2_hops
49. i3_legid
50. i3_rcs_p
51. i3_rcs_e
52. i3_dep_1_p
53. i3_dep_1_e
54. i3_dep_1_place
55. i3_rcf_1_p
56. i3_rcf_1_e
57. i3_rcf_1_place
58. i3_dep_2_p
59. i3_dep_2_e
60. i3_dep_2_place
61. i3_rcf_2_p
62. i3_rcf_2_e
63. i3_rcf_2_place
64. i3_dep_3_p
65. i3_dep_3_e
66. i3_dep_3_place
67. i3_rcf_3_p
68. i3_rcf_3_e
69. i3_rcf_3_place
70. i3_dlv_p
71. i3_dlv_e
72. i3_hops
73. o_legid
74. o_rcs_p
75. o_rcs_e
76. o_dep_1_p
77. o_dep_1_e
78. o_dep_1_place
79. o_rcf_1_p
80. o_rcf_1_e
81. o_rcf_1_place
82. o_dep_2_p
83. o_dep_2_e
84. o_dep_2_place
85. o_rcf_2_p
86. o_rcf_2_e
87. o_rcf_2_place
88. o_dep_3_p
89. o_dep_3_e
90. o_dep_3_place
91. o_rcf_3_p
92. o_rcf_3_e
93. o_rcf_3_place
94. o_dlv_p
95. o_dlv_e
96. o_hops
97. legs

File: data/c2k.csv

Pattern : Support
['0+', '1+'] : 0.518
['0+', '7-'] : 0.504
['0+', '23+'] : 0.505
['0+', '5+'] : 0.503


Iteration: Best Cost
0: 0.5 
1: 0.01282051282051282 
2: 0.01282051282051282 
3: 0.011627906976744186 
4: 0.0030120481927710845 
5: 0.0030120481927710845 
6: 0.0030120481927710845 
7: 0.0030120481927710845 
8: 0.0030120481927710845 
9: 0.0030120481927710845 
10: 0.001639344262295082 
11: 0.001639344262295082 
12: 0.001639344262295082 
13: 0.001639344262295082 
14: 0.001639344262295082 
15: 0.001639344262295082 
16: 0.001639344262295082 
17: 0.001639344262295082 
18: 0.001639344262295082 
19: 0.001639344262295082 
